"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","ah5Ghc","Jn12ke src"
"https://www.google.com/maps/place/Rebalance+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db57cdbc4e537:0x67a1dbc69f14f394!8m2!3d26.8706025!4d75.8031972!16s%2Fg%2F11lyss1v6h!19sChIJN-XE23y1bTkRlPMUn8bboWc?authuser=0&hl=en&rclk=1","Rebalance Physiotherapy Clinic","5.0","(171)","Physiotherapy Center","·","","·","69","Closed","· Opens 9:30 am","·","092145 85197","https://sites.google.com/view/rebalancephysiotherapy/home","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/Dr.+Shakti+Mohan+Pareek+%7C+Best+Physiotherapist+in+Jaipur/data=!4m7!3m6!1s0x396db1689d8f57bd:0xe4ddb61e9a1053d0!8m2!3d26.9373731!4d75.8352349!16s%2Fg%2F11vrc1r0y4!19sChIJvVePnWixbTkR0FMQmh623eQ?authuser=0&hl=en&rclk=1","Dr. Shakti Mohan Pareek | Best Physiotherapist in Jaipur","5.0","(47)","Physiotherapist","·","","Showroom No, 11A, Amer Rd, near Manglam Arts","·","Closed","· Opens 8 am","","070140 71475","","","Directions","","","""His treatments have significantly alleviated my sciatica pain.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/MyPhysio+Multispeciality+Clinic+-+Best+Physiotherapy+Clinic+in+Sodala,Jaipur/data=!4m7!3m6!1s0x396db45b06aaaacd:0x70d47d920b6e38e4!8m2!3d26.8928359!4d75.7692616!16s%2Fg%2F11b61qdfc1!19sChIJzaqqBlu0bTkR5DhuC5J91HA?authuser=0&hl=en&rclk=1","MyPhysio Multispeciality Clinic - Best Physiotherapy Clinic in Sodala,Jaipur","4.9","(472)","Chiropractor","·","","·","Shop no. 2F-303, Shyam Nagar Extension, New Sanganer Rd, opp. Metro Pillar 103, near Lajeez Hotel","Closed","· Opens 9 am","·","097824 68066","https://myphysioindia.in/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/RUN+PHYSIOTHERAPY+CLINIC+JAIPUR/data=!4m7!3m6!1s0x396db512c3ac221b:0x536f4acb15b9c2de!8m2!3d26.9054986!4d75.7354986!16s%2Fg%2F11w2zsxzsf!19sChIJGyKswxK1bTkR3sK5FctKb1M?authuser=0&hl=en&rclk=1","RUN PHYSIOTHERAPY CLINIC JAIPUR","4.9","(172)","Physiotherapist","·","","·","C1, 55, 1, Roshan Marg","Open 24 hours","","·","072308 28008","https://www.instagram.com/run_physiotherapy_clinic?igsh=eTNvemV5b3VvbHp5&utm_source=qr","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/My+Physio/data=!4m7!3m6!1s0x396db515f84f2883:0x1b53319e604bb691!8m2!3d26.8613796!4d75.7701549!16s%2Fg%2F11y7b3vsrt!19sChIJgyhP-BW1bTkRkbZLYJ4xUxs?authuser=0&hl=en&rclk=1","My Physio","5.0","(1)","Chiropractor","·","","77/143, Arawali Marg","·","Open 24 hours","","","088758 28200","https://www.drnidhiquickrehab.in/","","Website","","Directions","""Dr. Nidhi is Best female Chiropractor in Jaipur""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Gurukripa+welness+Dr.+Lajpatrai+mehra+Neurotherapy+centre/data=!4m7!3m6!1s0x396db5275efed325:0x96505873d44a34e!8m2!3d26.8813215!4d75.7992525!16s%2Fg%2F11t719vmy5!19sChIJJdP-Xie1bTkRTqNEPYcFZQk?authuser=0&hl=en&rclk=1","Gurukripa welness Dr. Lajpatrai mehra Neurotherapy centre","4.9","(47)","Community health center","·","","·","District shopping centre, A-3, Tonk Rd","Closed","· Opens 8 am","·","083066 71325","","","Directions","","","""I got relief in 2 days and I was 100% cured in 10 days.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Fix+it+physiotherapy+clinic+%28Dr+Haider%29/data=!4m7!3m6!1s0x396db3f8d745e7ff:0x67ff48b1fa8c850c!8m2!3d26.9241219!4d75.7398436!16s%2Fg%2F11yyht3s6h!19sChIJ_-dF1_izbTkRDIWM-rFI_2c?authuser=0&hl=en&rclk=1","Fix it physiotherapy clinic (Dr Haider)","5.0","(17)","Physiotherapy Center","·","","91, Janak Marg, Sirsi Rd, near Officers Campus","·","Closed","· Opens 9 am","","079767 17273","","","Directions","","","""Proper assessment, clear explanation, and effective treatment.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/VISTA+PHYSIO+CARE/data=!4m7!3m6!1s0x396db39332f59da3:0x9af7c1abb3f835e0!8m2!3d26.942587!4d75.7159341!16s%2Fg%2F11p14kwv1p!19sChIJo531MpOzbTkR4DX4s6vB95o?authuser=0&hl=en&rclk=1","VISTA PHYSIO CARE","5.0","(100)","Physiotherapy Center","·","","·","Vinayak Vihar-A, Pratap Circle Road Below Karni Namkeen Bhandaar Gokulpura","Closed","· Opens 9 am","·","090575 59224","https://vistaphysiocare.com/","","Website","","Directions","""I got complete relief from my 2 years back pain in just few sittings.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Swami+Ayurveda+Dharan+Treatment/data=!4m7!3m6!1s0x396db3cd38c4d8d5:0x9ea56a0cf58a2b2b!8m2!3d26.933876!4d75.7396007!16s%2Fg%2F11flzqg21r!19sChIJ1djEOM2zbTkRKyuK9QxqpZ4?authuser=0&hl=en&rclk=1","Swami Ayurveda Dharan Treatment","4.6","(71)","Chiropractor","·","","·","Dharan ka illaj, Sangh Shakti Rd, near Vibha Palace Sangha","Closed","· Opens 8:30 am","·","098874 11117","","","Directions","","","""Good experience thanks""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Anjali+Acupressure+Treatment+%26+Yoga+Center/data=!4m7!3m6!1s0x396db1245657eafb:0x9194afa497a1e6e8!8m2!3d26.9386241!4d75.8395198!16s%2Fg%2F11c6zp9b9z!19sChIJ--pXViSxbTkR6Oahl6SvlJE?authuser=0&hl=en&rclk=1","Anjali Acupressure Treatment & Yoga Center","4.9","(217)","Yoga studio","·","","6, GOVIND NAGAR EAST DUSSHERA KOHI ROAD, Amer Rd","·","Open 24 hours","","","094687 87709","https://aatyc.in/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/AQ+Physio+Clinic/data=!4m7!3m6!1s0x396db49ae669a751:0xd88f95026c66bc2d!8m2!3d26.8987696!4d75.734902!16s%2Fg%2F11b77p6wgr!19sChIJUadp5pq0bTkRLbxmbAKVj9g?authuser=0&hl=en&rclk=1","AQ Physio Clinic","4.7","(230)","Chiropractor","·","","·","Stadium, 6/4, Chitrakoot Opposite Jai Shree Pariwal High School Chitrakoot","Closed","· Opens 9 am","·","097854 36997","https://www.aqhealthcare.in/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/Ayurvedic+kitchen/data=!4m7!3m6!1s0x396db57387fa3d81:0x4075cd92af4d21fc!8m2!3d26.9124336!4d75.7872709!16s%2Fg%2F11zd5bsk9t!19sChIJgT36h3O1bTkR_CFNr5LNdUA?authuser=0&hl=en&rclk=1","Ayurvedic kitchen","","","Wellness center","","","","","Open 24 hours","","","","https://www.ayurvedickitchen.fr/","","Website","","Directions","",""
"https://www.google.com/maps/place/Pain+Relief+Hijama+chiropractor+Therapy+Center/data=!4m7!3m6!1s0x396db5cc460d17ab:0x5e8a57b77d255975!8m2!3d26.9172478!4d75.7823874!16s%2Fg%2F11xrnzsh87!19sChIJqxcNRsy1bTkRdVklfbdXil4?authuser=0&hl=en&rclk=1","Pain Relief Hijama chiropractor Therapy Center","","","Chiropractor","·","","rogareshwar, saniya medical store, mahdev mandir ke pas","","","","","","","","Directions","","","",""
"https://www.google.com/maps/place/Physio+Healer/data=!4m7!3m6!1s0x396db599b2ec8901:0x3042773a47b3f40e!8m2!3d26.9054903!4d75.7483029!16s%2Fg%2F11ld45hzfw!19sChIJAYnsspm1bTkRDvSzRzp3QjA?authuser=0&hl=en&rclk=1","Physio Healer","5.0","(135)","Chiropractor","·","","·","A235, Guru Jhambeshwar Nagar A, Queens Road, opposite Narayan Gajak, Gandhi Path Rd","Closed","· Opens 9 am","·","076109 93879","https://www.physiohealer.com/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/My+Health/data=!4m7!3m6!1s0x396db539596c2805:0x8397633910632387!8m2!3d26.8886757!4d75.8305793!16s%2Fg%2F11qssw2r47!19sChIJBShsWTm1bTkRhyNjEDljl4M?authuser=0&hl=en&rclk=1","My Health","5.0","(65)","Physiotherapy Center","·","","5Ga19, sector, nearby buffet restaurant","·","Open 24 hours","","","096674 11948","","","Directions","","","On-site services",""
"https://www.google.com/maps/place/NINTT+Neuro+Centre+Jaipur+Rajasthan/data=!4m7!3m6!1s0x396db793f306be39:0xdcac528fe4ecc6cf!8m2!3d26.8957349!4d75.8313438!16s%2Fg%2F11trycm15r!19sChIJOb4G85O3bTkRz8bs5I9SrNw?authuser=0&hl=en&rclk=1","NINTT Neuro Centre Jaipur Rajasthan","5.0","(25)","Hospital department","·","","","·","Closed","· Opens 9 am","","096600 05228","https://nintt.com/","","Website","","Directions","""Best treatment for spine slip disc and cervical slip disc""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/The+Physio+Capital+-+Physiotherapy+Clinic+in+Jaipur/data=!4m7!3m6!1s0x396db5feff873ffb:0x9734126f97fb587d!8m2!3d26.8918382!4d75.7217766!16s%2Fg%2F11fkw8k34z!19sChIJ-z-H__61bTkRfVj7l28SNJc?authuser=0&hl=en&rclk=1","The Physio Capital - Physiotherapy Clinic in Jaipur","4.9","(305)","Chiropractor","·","","·","D-469, Dhawas Rd, near hotel green leaf","Closed","· Opens 9 am","·","079768 01820","","","Directions","","","On-site services",""
"https://www.google.com/maps/place/Helth+forever+physiotherapy+center/data=!4m7!3m6!1s0x396db50404a4bf11:0x4b6fe965403fef9c!8m2!3d26.8849324!4d75.7846088!16s%2Fg%2F11n0dxmp4w!19sChIJEb-kBAS1bTkRnO8_QGXpb0s?authuser=0&hl=en&rclk=1","Helth forever physiotherapy center","4.9","(10)","Physiotherapy Center","·","","·","118 A,bhagwati Nagar Kartarpur, Saini Colony Rd","Closed","· Opens 9 am","·","095872 68889","","","Directions","","","",""
"https://www.google.com/maps/place/K+B+care+%26+cure+clinic/data=!4m7!3m6!1s0x396db1224cb8ac5f:0x1883837771c55deb!8m2!3d26.9456223!4d75.8451042!16s%2Fg%2F11srz5s1ct!19sChIJX6y4TCKxbTkR613FcXeDgxg?authuser=0&hl=en&rclk=1","K B care & cure clinic","4.7","(16)","Physiotherapy Center","·","","·","Pushpa Marg, in front of hero showroom","Closed","· Opens 2 pm","·","088755 69215","","","Directions","","","""I have severe knee pain
My left leg after 10 days pain is reduced 60%""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Nuga+Best/data=!4m7!3m6!1s0x396db6934ff7bbad:0x15e24bdeb0021eec!8m2!3d26.8934065!4d75.82888!16s%2Fg%2F11c2k51wtd!19sChIJrbv3T5O2bTkR7B4CsN5L4hU?authuser=0&hl=en&rclk=1","Nuga Best","4.8","(62)","Chiropractor","·","","Nuga Best Service Center Plot No. 252 Gali no 4, Vashisht Marg, near Panchwati Circle, opp. Avatar Kirana","·","Closed","· Opens 8 am","","080941 42494","","","Directions","","","On-site services",""
"https://www.google.com/maps/place/NEURO+SPINE+SOLUTION/data=!4m7!3m6!1s0x396db3636ad744b3:0xfdfaa391d2ab98ce!8m2!3d26.9480539!4d75.7456631!16s%2Fg%2F11j1fc555q!19sChIJs0TXamOzbTkRzpir0pGj-v0?authuser=0&hl=en&rclk=1","NEURO SPINE SOLUTION","5.0","(152)","Physiotherapy Center","·","","·","Plot Number-7, Kanta Chouraha, Kalwar Rd","Closed","· Opens 9 am","·","070146 42242","http://www.neurospinesolution.com/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/Dr.Harshvardhan/data=!4m7!3m6!1s0x396db7728e07bab1:0xe38c98f8399098af!8m2!3d26.8947446!4d75.8301169!16s%2Fg%2F11myjt2k2j!19sChIJsboHjnK3bTkRr5iQOfiYjOM?authuser=0&hl=en&rclk=1","Dr.Harshvardhan","","","Chiropractor","","","","","","","","","","","Directions","","","",""
"https://www.google.com/maps/place/PhysioBest+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db5027be8c789:0xc32d42b94d3b8a9a!8m2!3d26.9152677!4d75.7510382!16s%2Fg%2F11g6wy7pbw!19sChIJicfoewK1bTkRmoo7TblCLcM?authuser=0&hl=en&rclk=1","PhysioBest Physiotherapy Clinic","4.8","(240)","Physiotherapy Center","·","","·","Gurudwara road, Plot no 176, (The house of coffee, Vaishali Marg, opp. Handi restaurant","Closed","· Opens 9 am","·","088751 50145","","","Directions","","","On-site services",""
"https://www.google.com/maps/place/Origin+Physiotherapy+Centre+-+Dr.+Yogesh+Sharma+%28PT%29/data=!4m7!3m6!1s0x396db515d9cb0935:0x71fb1bc4f3518e6a!8m2!3d26.8723621!4d75.7828715!16s%2Fg%2F11yfctypcp!19sChIJNQnL2RW1bTkRao5R88Qb-3E?authuser=0&hl=en&rclk=1","Origin Physiotherapy Centre - Dr. Yogesh Sharma (PT)","5.0","(129)","Chiropractor","·","","46, Gopalpura Bypass Rd, near Narayan Niwas","·","Closed","· Opens 9 am","","097835 88065","https://dryogeshsharma.com/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/FLEX+HEALTH+PHYSIOTHERAPY+CENTER+BY+RISE+%26+SHINE+PERSONAL+TRAINING+CENTER/data=!4m7!3m6!1s0x396db5b43c427521:0xa807ea5ac8d8db33!8m2!3d26.866472!4d75.7817548!16s%2Fg%2F11vkhry32s!19sChIJIXVCPLS1bTkRM9vYyFrqB6g?authuser=0&hl=en&rclk=1","FLEX HEALTH PHYSIOTHERAPY CENTER BY RISE & SHINE PERSONAL TRAINING CENTER","4.8","(194)","Physiotherapy Center","·","","·","Triveni Height, Apartments, near Triveni","Closed","· Opens 7 am","·","098283 20830","","","Directions","","","On-site services",""
"https://www.google.com/maps/place/Dr.+Joshi%27s+Physiotherapy+clinic+%26+Rehabilitation+centre-Jhotwara/data=!4m7!3m6!1s0x396db35fb5576cb3:0xb069d414b609cb55!8m2!3d26.9408653!4d75.7565589!16s%2Fg%2F11ldj3g6t6!19sChIJs2xXtV-zbTkRVcsJthTUabA?authuser=0&hl=en&rclk=1","Dr. Joshi's Physiotherapy clinic & Rehabilitation centre-Jhotwara","5.0","(29)","Chiropractor","·","","227","·","Closed","· Opens 9 am","","088755 55265","https://www.manujjoshiphysio.com/","","Website","","Directions","On-site services not available",""
"https://www.google.com/maps/place/Dr+Tanvi%E2%80%99s+Active+Life+Physio/data=!4m7!3m6!1s0x396db5002e53f191:0x9bac231915a02196!8m2!3d26.8965421!4d75.7395523!16s%2Fg%2F11w32kw6vt!19sChIJkfFTLgC1bTkRliGgFRkjrJs?authuser=0&hl=en&rclk=1","Dr Tanvi’s Active Life Physio","5.0","(46)","Chiropractor","·","","·","E 8/43, behind SBI Bank","Closed","· Opens 10 am","·","070141 58411","https://dr-tanvi-s-active-li-q5r8.bolt.host/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/Dr.+Rahul+Yadav+%28PT%29+%7C+Physiotherapist+%26+Chiropractor+Specialist/data=!4m7!3m6!1s0x396db5592886431b:0x235d343c12d14a7e!8m2!3d26.8612194!4d75.7886668!16s%2Fg%2F11ldtdc34m!19sChIJG0OGKFm1bTkRfkrREjw0XSM?authuser=0&hl=en&rclk=1","Dr. Rahul Yadav (PT) | Physiotherapist & Chiropractor Specialist","5.0","(4)","Physiotherapist","·","","K-33 B, near Pooja Tower","·","Closed","· Opens 7 am","","096941 91370","","","Directions","","","""Excellent experience 💫💫""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Physiotherapy+,+amar+jain+hospital+,+chaura+rasta/data=!4m7!3m6!1s0x396db7001f9952f9:0x11138634673d3bbc!8m2!3d26.9202744!4d75.8215394!16s%2Fg%2F11y3vsy0nx!19sChIJ-VKZHwC3bTkRvDs9ZzSGExE?authuser=0&hl=en&rclk=1","Physiotherapy , amar jain hospital , chaura rasta","5.0","(13)","Physiotherapy Center","·","","·","Amar Jain Hospital","Closed","· Opens 9 am","·","089558 90152","","","Directions","","","""Best back pain treatment for relif""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Life+Care+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db4f553fbc45f:0x3fc034275ec46a89!8m2!3d26.8920876!4d75.7601845!16s%2Fg%2F11f1wrbdms!19sChIJX8T7U_W0bTkRiWrEXic0wD8?authuser=0&hl=en&rclk=1","Life Care Physiotherapy Clinic","4.9","(211)","Chiropractor","·","","·","H-7, Kishan marg, Basement, Jan Path","Closed","· Opens 7:30 am","·","078783 49495","https://lifecarephysiotherapyclinic.com/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/Sehat+Rehab+%26+Physiotherapy+Centre/data=!4m7!3m6!1s0x396db3946a62fb4f:0x20dc81a5e1798835!8m2!3d26.9476167!4d75.7243827!16s%2Fg%2F11y1tgfstb!19sChIJT_tiapSzbTkRNYh54aWB3CA?authuser=0&hl=en&rclk=1","Sehat Rehab & Physiotherapy Centre","5.0","(89)","Physiotherapy Center","·","","·","Krishna Enclave, B-8, Kalwar Rd","Closed","· Opens 9 am","·","096803 02516","","","Directions","","","On-site services",""
"https://www.google.com/maps/place/Tetarwal+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db58683cd9f41:0x3e3739c73732feac!8m2!3d26.9052852!4d75.7290687!16s%2Fg%2F11m_822vt9!19sChIJQZ_Ng4a1bTkRrP4yN8c5Nz4?authuser=0&hl=en&rclk=1","Tetarwal Physiotherapy Clinic","5.0","(20)","Physiotherapy Center","·","","Gandhi Path Rd","·","Open 24 hours","","","097839 00606","https://tetarwal-physiotherapy.grexa.site/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/Abhay+Saraswat+Thermal+Therapy/data=!4m7!3m6!1s0x396db512f6d78743:0x16db4e327ddcff1a!8m2!3d26.8979047!4d75.7390636!16s%2Fg%2F11n4q561m6!19sChIJQ4fX9hK1bTkRGv_cfTJO2xY?authuser=0&hl=en&rclk=1","Abhay Saraswat Thermal Therapy","","","Wellness center","·","","Plot no 294","","Closed","· Opens 8 am","","","","","Directions","","","",""
"https://www.google.com/maps/place/Orthomax+physiotherapy+centre/data=!4m7!3m6!1s0x396db31dff255107:0xddf8953f88fe3707!8m2!3d26.9240376!4d75.7309295!16s%2Fg%2F11yv39_rkd!19sChIJB1El_x2zbTkRBzf-iD-V-N0?authuser=0&hl=en&rclk=1","Orthomax physiotherapy centre","5.0","(27)","Physiotherapy Center","·","","·","178, Sangh Shakti Rd","Closed","· Opens 8 am","·","080055 01031","","","Directions","","","On-site services",""
"https://www.google.com/maps/place/Advance+Neurotherapy+%26+Pain+Management+Centre+Jaipur/data=!4m7!3m6!1s0x396db56709ce59cf:0xa7718a642ee1b18d!8m2!3d26.9159908!4d75.7115647!16s%2Fg%2F11tf24r807!19sChIJz1nOCWe1bTkRjbHhLmSKcac?authuser=0&hl=en&rclk=1","Advance Neurotherapy & Pain Management Centre Jaipur","4.9","(107)","Health consultant","·","","·","Shop no a7, Durga Das colony, Bajri Mandi Rd","Closed","· Opens 9 am","·","084260 05853","","","Directions","","","On-site services",""
"https://www.google.com/maps/place/Physioveda/data=!4m7!3m6!1s0x396db5e25a2538df:0xb808ce8a5deba24c!8m2!3d26.8764836!4d75.7949604!16s%2Fg%2F11kbwfvf31!19sChIJ3zglWuK1bTkRTKLrXYrOCLg?authuser=0&hl=en&rclk=1","Physioveda","5.0","(510)","Physiotherapist","·","","·","19, kalyan colony Gali no 20 ,near BL house ,tonk phatak","Closed","· Opens 6 am","·","070149 39260","https://www.instagram.com/physiovedjaipur?igsh=dnQwOWJsNnpyY2Rr&utm_source=qr","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/Trycam+Balanced+Body+Wellness+Center/data=!4m7!3m6!1s0x396db527c0a22f31:0x7d19611031616c5c!8m2!3d26.8968342!4d75.7367735!16s%2Fg%2F11wc4z9nb7!19sChIJMS-iwCe1bTkRXGxhMRBhGX0?authuser=0&hl=en&rclk=1","Trycam Balanced Body Wellness Center","5.0","(83)","Physiotherapy Center","·","","·","6/293 Chitrakoot","Closed","· Opens 8 am","·","086194 29208","https://www.trycamindia.co.in/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/Dr.+Saniya+Jain+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db74600630e63:0x1d2805c72a9df8c4!8m2!3d26.8957899!4d75.8369676!16s%2Fg%2F11mm08mr6d!19sChIJYw5jAEa3bTkRxPidKscFKB0?authuser=0&hl=en&rclk=1","Dr. Saniya Jain Physiotherapy Clinic","5.0","(35)","Physiotherapy Center","·","","G-7, Mama Ki Hotel, Shiv Shakti complex, near gurudwara","·","Closed","· Opens 10 am","","086193 76620","","","Directions","","","On-site services",""
"https://www.google.com/maps/place/Sehat+Health+Care/data=!4m7!3m6!1s0x396db3d0062b943d:0xc56c72cb3bd4cfae!8m2!3d26.9047078!4d75.7292072!16s%2Fg%2F11p5c6nnp9!19sChIJPZQrBtCzbTkRrs_UO8tybMU?authuser=0&hl=en&rclk=1","Sehat Health Care","4.7","(69)","Physiotherapy Center","·","","·","Rangoli Plaza F 40 Vaishali Nagar","Closed","· Opens 8 am","·","063768 56990","","","Directions","","","""Avinash sir and his team is very good and knowledgeable .""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Mehta+physiotherapy+%26+Rehabilitation+Centre/data=!4m7!3m6!1s0x396db3b17d300d8f:0xbc7aeb028d6cbce6!8m2!3d26.9820978!4d75.7608112!16s%2Fg%2F11lhb5jcz1!19sChIJjw0wfbGzbTkR5rxsjQLrerw?authuser=0&hl=en&rclk=1","Mehta physiotherapy & Rehabilitation Centre","5.0","(96)","Physiotherapy Center","·","","Plot No.-183","·","Closed","· Opens 9 am","","082093 21317","","","Directions","","","""He provides effective treatments that helps me in quick recovery.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Dr+Aditya+Pandey/data=!4m7!3m6!1s0x396db3d897a7b795:0x1519f35600b54b56!8m2!3d26.9687457!4d75.766493!16s%2Fg%2F11xnbnc522!19sChIJlbenl9izbTkRVku1AFbzGRU?authuser=0&hl=en&rclk=1","Dr Aditya Pandey","5.0","(35)","Doctor","·","","Shri Narayan Hospital, 80 Feet Rd, near Pratap nagar","","Closed","· Opens 9 am","","","","","Directions","","","""I had tried different treatments, but the relief was only temporary.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Swasthya+Sankul/data=!4m7!3m6!1s0x396db577be00be91:0xab53cb6feaa4b858!8m2!3d26.8710674!4d75.7731637!16s%2Fg%2F11rv1vs21x!19sChIJkb4Avne1bTkRWLik6m_LU6s?authuser=0&hl=en&rclk=1","Swasthya Sankul","4.9","(64)","Physiotherapy Center","·","","·","samriddh appartment basement, 103, Gopalpura Bypass Rd","Closed","· Opens 10 am","·","094687 46006","https://aftercolleges.com/swasthya-sankul/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/Dr.+Pankaj+Sharma+Healthful+You+Jaipur/data=!4m7!3m6!1s0x396db3605f909e03:0xae38bada05cc3e5f!8m2!3d26.8939966!4d75.7448696!16s%2Fg%2F11f0w_cths!19sChIJA56QX2CzbTkRXz7MBdq6OK4?authuser=0&hl=en&rclk=1","Dr. Pankaj Sharma Healthful You Jaipur","4.6","(19)","Chiropractor","·","","·","103, Heera Nagar, Ajmer Road, opposite Shivgyan Heights, near Vaishali Nagar","Closed","· Opens 9 am","·","075972 22233","","","Directions","","","",""
"https://www.google.com/maps/place/Dr+Nidhi+Sharma+-+Female+Physiotherapist+in+Jaipur/data=!4m7!3m6!1s0x396db58bdaa950eb:0xf7c0da86799a8027!8m2!3d26.8899761!4d75.7689199!16s%2Fg%2F11gr2y6ljc!19sChIJ61Cp2ou1bTkRJ4CaeYbawPc?authuser=0&hl=en&rclk=1","Dr Nidhi Sharma - Female Physiotherapist in Jaipur","5.0","(148)","Physiotherapist","·","","·","shyam nagar,New Sanganer Road, Gopalpura Bypass Rd","Closed","· Opens 9 am","·","088758 28200","http://www.myphysioindia.in/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/Dr.+Jai+Kishan+Chopra+%28PT%29/data=!4m7!3m6!1s0x396db3ceb29c7f51:0x9b74ba7a97bb31f9!8m2!3d26.9674299!4d75.763601!16s%2Fg%2F11lv5z8ns7!19sChIJUX-css6zbTkR-TG7l3q6dJs?authuser=0&hl=en&rclk=1","Dr. Jai Kishan Chopra (PT)","5.0","(8)","Physiotherapy Center","·","","near NK public school","·","Closed","· Opens 9 am","","070234 47662","","","Directions","","","On-site services",""
"https://www.google.com/maps/place/Aarogya+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db35f35f888bb:0x758550cfb602616a!8m2!3d26.938557!4d75.7617999!16s%2Fg%2F11fr_y14t5!19sChIJu4j4NV-zbTkRamECts9QhXU?authuser=0&hl=en&rclk=1","Aarogya Physiotherapy Clinic","5.0","(65)","Physiotherapy Center","·","","·","E-2 Prem Nagar chouraha, Khatipura Rd","Closed","· Opens 9 am","·","076270 50390","","","Directions","","","""Thank you Dr. Harshitha ji""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Joint+Angle+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db3f9cb4fcae5:0xe2372a56dbe5373c!8m2!3d26.9586892!4d75.783454!16s%2Fg%2F11l0dk9vfp!19sChIJ5cpPy_mzbTkRPDfl21YqN-I?authuser=0&hl=en&rclk=1","Joint Angle Physiotherapy Clinic","5.0","(193)","Physiotherapy Center","·","","9, 257, Akash Marg","·","Closed","· Opens 8 am","","082394 14853","https://stirring-banoffee-bb3538.netlify.app/","","Website","","Directions","On-site services",""
"https://www.google.com/maps/place/Vinayak+Physiotherapy+And+Neuropanchkarma+Clinic/data=!4m7!3m6!1s0x396db3ea7a656471:0x75861266c3ff3319!8m2!3d26.9643446!4d75.7279612!16s%2Fg%2F11gnn7h0vp!19sChIJcWRleuqzbTkRGTP_w2YShnU?authuser=0&hl=en&rclk=1","Vinayak Physiotherapy And Neuropanchkarma Clinic","5.0","(101)","Physiotherapy Center","·","","·","Nathji ki thadi, B29, Niwaru Rd","Closed","· Opens 8 am","·","097723 45836","https://www.vinayakphysiotherapyjaipur.in/","","Website","","Directions","""My hip joint pain is completely gone thanks to the custom treatment plan.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
